ID,Date of Birth,Highest Education,Marital Status,Occupation,Race,Sex,Current City,Current State,Current Zip,How long has it been since you bought new clothing?,Which is you favorite store to shop at?,Favorite Clothing to shop for?,Do you have clothing in your closet that you do not wear?,"If yes, approximately how many items?",How often do you shop?,What do you do with old clothing?,Would you be open to donating old clothing?,"If Yes, which organization would you donate to?",How often do you give charity?
3953,7/2/81,HS Grad,Single,Student,Hispanic,Female,Atlanta,GA,11418,Week,Thrift Store,Shoes,Yes,25,Monthly,Pass down to family or friend,No ,Local Church/Synagogue,Sometimes
3954,4/26/96,Masters,Married,Student,Black,Female,New York,NY,10472,Year or more,Discount Stores,Shoes,Yes,25,Yearly,Sell/ Pawn,No ,Salvation Army,Never
3955,1/7/87,Some College,Married,Student,Asian,Female,New York,NY,90022,Month,Discount Stores,Bottoms,No,9,Daily,Keep in closet,Yes,Salvation Army,Always
3956,2/12/91,Masters,Single,Employeed,Hispanic,Female,Los Angeles,CA,33155,Month,Thrift Store,Tops,Yes,14,Weekly,Sell/ Pawn,No ,Homeless Shelter,Often
3957,4/1/89,Masters,Dating,Student,Black,Female,Miami,FL,10460,Week,Thrift Store,Bottoms,Yes,15,Monthly,Donate,No ,Thrift Store,Never
3958,3/28/94,HS Grad,Married,Employeed,Hispanic,Male,New York,NY,33147,Year or more,Department Store,Shoes,Yes,23,Monthly,Donate,Yes,Goodwill,Sometimes
3959,8/27/90,Masters,Dating,Student,Other,Female,Miami,FL,30337,Year or more,Department Store,Bottoms,Yes,8,Weekly,Sell/ Pawn,No ,Thrift Store,Sometimes
3960,6/9/84,Masters,Single,Employeed,White,Female,Atlanta,GA,60714,Week,Thrift Store,Tops,Yes,3,Weekly,Donate,No ,Thrift Store,Often
3961,9/1/83,Bachelor,Married,Employeed,Black,Female,Chicago,IL,30315,Year or more,Department Store,Bottoms,No,6,Daily,Pass down to family or friend,No ,Thrift Store,Never
3962,1/24/93,Some College,Single,Employeed,Hispanic,Female,Atlanta,GA,11423,Year or more,Thrift Store,Bottoms,Yes,4,Monthly,Donate,Yes,American Red Cross,Always
3963,7/5/81,HS Grad,Married,Employeed,White,Female,New York,NY,60612,Month,Thrift Store,Bottoms,Yes,16,Weekly,Donate,No ,Homeless Shelter,Always
3964,3/16/83,Bachelor,Dating,Student,White,Female,Chicago,IL,30032,Month,Thrift Store,Shoes,No,19,Weekly,Throw out,No ,Thrift Store,Rarely
3965,12/7/92,Masters,Married,Student,Asian,Male,Atlanta,GA,10165,Week,Discount Stores,Bottoms,No,16,Weekly,Donate,Yes,Local Church/Synagogue,Always
3966,9/25/90,Bachelor,Married,Student,White,Female,New York,NY,91381,6 Months,Discount Stores,Accessories,No,8,Yearly,Pass down to family or friend,No ,Local Church/Synagogue,Rarely
3967,12/21/87,Some College,Married,Student,Other,Male,Los Angeles,CA,11229,Month,Department Store,Accessories,Yes,16,Monthly,Sell/ Pawn,Yes,Goodwill,Never
3968,5/28/83,Some College,Dating,Student,Black,Female,New York,NY,90731,Year or more,Discount Stores,Shoes,Yes,13,Daily,Sell/ Pawn,Yes,Homeless Shelter,Often
3969,8/6/92,Masters,Dating,Student,White,Male,Los Angeles,CA,33166,Day,Department Store,Bottoms,Yes,9,Monthly,Sell/ Pawn,No ,Goodwill,Often
3970,11/15/87,Masters,Dating,Employeed,Asian,Female,Miami,FL,91601,Year or more,Thrift Store,Tops,No,22,Daily,Pass down to family or friend,No ,American Red Cross,Rarely
3971,7/25/81,Some College,Single,Employeed,Hispanic,Female,Los Angeles,CA,90210,Week,Department Store,Accessories,Yes,22,Yearly,Throw out,No ,Homeless Shelter,Rarely
3972,10/7/95,HS Grad,Married,Student,Hispanic,Female,Los Angeles,CA,11235,Day,Thrift Store,Bottoms,Yes,24,Weekly,Sell/ Pawn,No ,Goodwill,Never
3973,5/1/89,HS Grad,Married,Employeed,Other,Female,New York,NY,91702,6 Months,Discount Stores,Tops,No,24,Weekly,Donate,No ,Homeless Shelter,Sometimes
3974,4/10/93,Masters,Married,Employeed,Hispanic,Female,Los Angeles,CA,30030,Day,Discount Stores,Bottoms,No,16,Weekly,Sell/ Pawn,No ,Goodwill,Often
3975,12/26/81,Masters,Dating,Student,Hispanic,Male,Atlanta,GA,33147,Week,Discount Stores,Bottoms,Yes,6,Daily,Sell/ Pawn,No ,Homeless Shelter,Often
3976,4/12/95,HS Grad,Dating,Student,White,Male,Miami,FL,60623,Year or more,Department Store,Tops,Yes,11,Yearly,Pass down to family or friend,Yes,Homeless Shelter,Never
3977,1/29/82,Masters,Married,Student,Black,Female,Chicago,IL,33139,Month,Department Store,Accessories,No,7,Monthly,Keep in closet,Yes,Salvation Army,Rarely
3978,7/1/87,Masters,Married,Student,Hispanic,Female,Miami,FL,33014,Week,Discount Stores,Bottoms,No,13,Daily,Pass down to family or friend,No ,Local Church/Synagogue,Often
3979,3/3/94,Some College,Single,Student,Black,Female,Miami,FL,30342,6 Months,Department Store,Shoes,Yes,13,Monthly,Sell/ Pawn,Yes,Salvation Army,Never
3980,4/17/81,Bachelor,Married,Employeed,White,Male,Atlanta,GA,11249,Month,Department Store,Accessories,Yes,23,Monthly,Keep in closet,No ,Thrift Store,Always
3981,1/21/88,Bachelor,Single,Student,Asian,Female,New York,NY,60607,Year or more,Department Store,Accessories,Yes,14,Daily,Keep in closet,No ,Goodwill,Sometimes
3982,11/2/87,Bachelor,Single,Student,Hispanic,Male,Chicago,IL,90803,Week,Department Store,Shoes,No,3,Daily,Donate,No ,American Red Cross,Sometimes
3983,10/31/93,Masters,Single,Employeed,Asian,Male,Los Angeles,CA,60601,Week,Thrift Store,Shoes,Yes,20,Daily,Donate,Yes,Salvation Army,Sometimes
3984,2/10/88,HS Grad,Single,Student,Black,Male,Chicago,IL,33116,Year or more,Thrift Store,Tops,No,4,Monthly,Keep in closet,Yes,Homeless Shelter,Sometimes
3985,5/12/88,Some College,Married,Student,Black,Male,Miami,FL,33030,6 Months,Discount Stores,Shoes,No,4,Daily,Pass down to family or friend,No ,Goodwill,Never
3986,11/18/81,Bachelor,Married,Employeed,Black,Female,Miami,FL,60652,Week,Thrift Store,Accessories,Yes,18,Yearly,Throw out,Yes,Homeless Shelter,Often
3987,12/16/95,Masters,Dating,Employeed,Other,Male,Chicago,IL,33141,Year or more,Discount Stores,Accessories,No,17,Weekly,Throw out,No ,Salvation Army,Always
3988,4/14/88,Bachelor,Dating,Employeed,Black,Male,Miami,FL,33206,Week,Thrift Store,Shoes,Yes,14,Yearly,Throw out,Yes,American Red Cross,Always
3989,2/29/88,Masters,Single,Student,Asian,Male,Miami,FL,60605,Year or more,Discount Stores,Tops,Yes,7,Daily,Pass down to family or friend,Yes,American Red Cross,Rarely
3990,6/16/96,Masters,Dating,Student,Asian,Male,Chicago,IL,91750,Day,Thrift Store,Bottoms,No,25,Monthly,Pass down to family or friend,Yes,Goodwill,Often
3991,3/28/84,Bachelor,Dating,Student,White,Male,Los Angeles,CA,10039,Year or more,Thrift Store,Accessories,No,7,Daily,Keep in closet,No ,Local Church/Synagogue,Often
3992,10/4/89,Masters,Dating,Employeed,Other,Male,New York,NY,60656,Year or more,Discount Stores,Tops,Yes,10,Weekly,Throw out,No ,Goodwill,Never
3993,3/27/86,Some College,Single,Employeed,Other,Female,Chicago,IL,33170,6 Months,Department Store,Accessories,No,24,Weekly,Keep in closet,No ,Thrift Store,Often
3994,10/5/91,Some College,Dating,Student,Black,Female,Miami,FL,10034,Day,Thrift Store,Tops,No,1,Yearly,Pass down to family or friend,Yes,Local Church/Synagogue,Rarely
3995,1/1/88,Masters,Dating,Employeed,White,Female,New York,NY,33015,Month,Discount Stores,Shoes,No,5,Monthly,Sell/ Pawn,No ,Homeless Shelter,Never
3996,9/2/84,HS Grad,Single,Student,Hispanic,Female,Miami,FL,60656,6 Months,Department Store,Shoes,Yes,3,Weekly,Keep in closet,Yes,Goodwill,Rarely
3997,1/10/94,Masters,Married,Student,Asian,Female,Chicago,IL,10304,6 Months,Thrift Store,Bottoms,Yes,14,Daily,Pass down to family or friend,Yes,Thrift Store,Never
3998,11/30/87,Some College,Dating,Student,Other,Female,New York,NY,91791,Month,Department Store,Shoes,Yes,20,Weekly,Sell/ Pawn,No ,Homeless Shelter,Sometimes
3999,5/20/92,Bachelor,Married,Student,Other,Female,Los Angeles,CA,91504,Year or more,Thrift Store,Accessories,Yes,18,Monthly,Sell/ Pawn,Yes,Local Church/Synagogue,Always
4000,9/14/91,Some College,Single,Employeed,White,Female,Los Angeles,CA,30345,6 Months,Discount Stores,Shoes,No,25,Yearly,Keep in closet,No ,Local Church/Synagogue,Never
4001,1/25/94,Bachelor,Married,Student,White,Female,Atlanta,GA,91361,Year or more,Thrift Store,Shoes,Yes,4,Monthly,Sell/ Pawn,Yes,Local Church/Synagogue,Rarely
4002,4/5/85,Some College,Single,Student,Asian,Female,Los Angeles,CA,30032,6 Months,Discount Stores,Bottoms,No,22,Weekly,Throw out,No ,Thrift Store,Rarely
4003,8/15/84,Bachelor,Married,Student,Other,Male,Atlanta,GA,33035,Day,Discount Stores,Accessories,No,6,Yearly,Donate,No ,Homeless Shelter,Often
4004,12/26/87,Bachelor,Married,Student,White,Female,Miami,FL,60622,Month,Department Store,Bottoms,Yes,23,Daily,Throw out,Yes,Thrift Store,Rarely
4005,9/9/96,Some College,Single,Employeed,Asian,Male,Chicago,IL,10473,Week,Discount Stores,Accessories,Yes,21,Yearly,Pass down to family or friend,No ,Salvation Army,Rarely
4006,12/10/95,Some College,Single,Student,Black,Female,New York,NY,60605,6 Months,Thrift Store,Bottoms,Yes,7,Weekly,Keep in closet,No ,Local Church/Synagogue,Often
4007,5/8/92,Bachelor,Single,Employeed,White,Male,Chicago,IL,30311,Day,Discount Stores,Accessories,Yes,15,Monthly,Donate,No ,Salvation Army,Often
4008,1/31/86,Bachelor,Single,Employeed,White,Female,Atlanta,GA,60644,6 Months,Department Store,Bottoms,Yes,19,Weekly,Sell/ Pawn,Yes,Salvation Army,Rarely
4009,9/8/90,HS Grad,Married,Student,White,Female,Chicago,IL,91744,6 Months,Department Store,Bottoms,Yes,5,Weekly,Keep in closet,No ,American Red Cross,Never
4010,5/3/92,HS Grad,Dating,Employeed,White,Male,Los Angeles,CA,33150,6 Months,Discount Stores,Bottoms,No,16,Monthly,Throw out,No ,Goodwill,Never
4011,11/25/86,Some College,Dating,Student,Asian,Male,Miami,FL,10472,Year or more,Discount Stores,Tops,Yes,16,Weekly,Keep in closet,Yes,Local Church/Synagogue,Never
4012,8/23/92,Some College,Single,Employeed,Hispanic,Male,New York,NY,11358,Month,Thrift Store,Tops,Yes,6,Monthly,Pass down to family or friend,No ,Goodwill,Often
4013,9/8/82,Bachelor,Single,Employeed,White,Male,New York,NY,91106,6 Months,Thrift Store,Accessories,Yes,20,Weekly,Donate,Yes,Goodwill,Sometimes
4014,7/10/84,Some College,Married,Employeed,Black,Female,Los Angeles,CA,11210,Week,Department Store,Shoes,No,20,Daily,Throw out,No ,Local Church/Synagogue,Sometimes
4015,5/16/83,HS Grad,Married,Student,Asian,Female,New York,NY,11433,Year or more,Discount Stores,Accessories,No,9,Daily,Throw out,No ,Goodwill,Always
4016,2/11/81,Bachelor,Dating,Employeed,Asian,Female,New York,NY,11357,Day,Department Store,Bottoms,Yes,14,Yearly,Sell/ Pawn,No ,Local Church/Synagogue,Sometimes
4017,3/31/82,HS Grad,Dating,Employeed,White,Male,New York,NY,10451,6 Months,Discount Stores,Tops,No,15,Yearly,Throw out,No ,Local Church/Synagogue,Never
4018,1/11/94,Masters,Single,Student,Other,Male,New York,NY,60634,6 Months,Discount Stores,Tops,Yes,17,Yearly,Donate,No ,Local Church/Synagogue,Often
4019,7/7/94,HS Grad,Married,Employeed,Asian,Male,Chicago,IL,91106,6 Months,Discount Stores,Tops,Yes,16,Weekly,Pass down to family or friend,Yes,American Red Cross,Sometimes
4020,4/20/83,Bachelor,Dating,Student,White,Female,Los Angeles,CA,90023,6 Months,Discount Stores,Accessories,No,11,Weekly,Throw out,No ,Local Church/Synagogue,Sometimes
4021,3/8/85,Some College,Married,Employeed,Black,Female,Los Angeles,CA,11422,Month,Thrift Store,Tops,Yes,25,Daily,Keep in closet,Yes,American Red Cross,Rarely
4022,4/2/92,Some College,Married,Employeed,Asian,Female,New York,NY,33030,Week,Department Store,Bottoms,Yes,20,Monthly,Sell/ Pawn,No ,Goodwill,Never
4023,5/16/94,Bachelor,Single,Student,Other,Male,Miami,FL,90026,Year or more,Discount Stores,Shoes,No,24,Weekly,Donate,Yes,Local Church/Synagogue,Never
4024,2/6/87,Masters,Single,Student,Other,Male,Los Angeles,CA,60622,Month,Department Store,Tops,Yes,2,Monthly,Keep in closet,No ,Thrift Store,Rarely
4025,6/19/86,Masters,Single,Student,Hispanic,Male,Chicago,IL,33167,Year or more,Department Store,Bottoms,Yes,23,Monthly,Throw out,Yes,Homeless Shelter,Rarely
4026,9/21/86,Masters,Married,Employeed,Hispanic,Female,Miami,FL,10459,Day,Discount Stores,Tops,No,11,Weekly,Pass down to family or friend,No ,Homeless Shelter,Often
4027,12/8/86,Masters,Married,Employeed,Asian,Female,New York,NY,91744,Week,Department Store,Shoes,No,3,Daily,Pass down to family or friend,No ,Salvation Army,Always
4028,4/4/83,Masters,Dating,Student,Other,Female,Los Angeles,CA,10151,6 Months,Discount Stores,Accessories,Yes,3,Daily,Donate,No ,American Red Cross,Sometimes
4029,12/28/83,Some College,Single,Student,Asian,Male,New York,NY,91189,Year or more,Discount Stores,Bottoms,Yes,7,Weekly,Sell/ Pawn,Yes,Local Church/Synagogue,Rarely
4030,2/10/82,Some College,Single,Employeed,Asian,Male,Los Angeles,CA,33177,Week,Department Store,Tops,Yes,21,Weekly,Pass down to family or friend,Yes,American Red Cross,Always
4031,3/28/81,HS Grad,Married,Student,Other,Female,Miami,FL,30327,Week,Discount Stores,Bottoms,Yes,25,Monthly,Throw out,No ,Salvation Army,Often
4032,4/16/93,Bachelor,Single,Employeed,Hispanic,Female,Atlanta,GA,60623,Year or more,Discount Stores,Bottoms,Yes,6,Weekly,Keep in closet,Yes,Salvation Army,Rarely
4033,8/12/82,Bachelor,Dating,Student,Asian,Male,Chicago,IL,90640,Day,Discount Stores,Tops,Yes,25,Daily,Sell/ Pawn,Yes,Salvation Army,Often
4034,6/28/91,Bachelor,Dating,Student,Black,Female,Los Angeles,CA,10454,Week,Thrift Store,Bottoms,No,10,Yearly,Pass down to family or friend,No ,Local Church/Synagogue,Often
4035,3/31/91,Some College,Dating,Student,White,Male,New York,NY,30340,Month,Department Store,Accessories,Yes,14,Daily,Keep in closet,No ,Salvation Army,Rarely
4036,10/16/84,HS Grad,Single,Student,White,Female,Atlanta,GA,30354,Year or more,Department Store,Tops,Yes,5,Yearly,Keep in closet,No ,Homeless Shelter,Often
4037,5/30/92,Masters,Married,Student,Other,Male,Atlanta,GA,90062,6 Months,Thrift Store,Shoes,Yes,3,Monthly,Donate,No ,Thrift Store,Often
4038,5/9/96,Masters,Married,Employeed,White,Male,Los Angeles,CA,30030,Month,Discount Stores,Tops,Yes,19,Daily,Donate,Yes,Goodwill,Sometimes
4039,3/26/81,Masters,Single,Employeed,Hispanic,Male,Atlanta,GA,10178,Week,Discount Stores,Bottoms,Yes,9,Yearly,Throw out,Yes,Thrift Store,Rarely
4040,7/23/95,Masters,Married,Student,Asian,Female,New York,NY,33155,Week,Discount Stores,Tops,Yes,24,Daily,Pass down to family or friend,Yes,Goodwill,Rarely
4041,8/7/96,Some College,Single,Employeed,Black,Male,Miami,FL,60645,Week,Thrift Store,Shoes,Yes,4,Weekly,Pass down to family or friend,No ,Salvation Army,Often
4042,5/6/81,HS Grad,Dating,Employeed,Asian,Male,Chicago,IL,10170,Year or more,Department Store,Accessories,No,6,Monthly,Throw out,Yes,Thrift Store,Sometimes
4043,3/17/91,HS Grad,Married,Employeed,Black,Male,New York,NY,91748,Week,Discount Stores,Bottoms,Yes,7,Yearly,Throw out,No ,Local Church/Synagogue,Always
4044,11/18/86,Bachelor,Married,Employeed,Black,Male,Los Angeles,CA,91361,Day,Thrift Store,Accessories,Yes,9,Monthly,Pass down to family or friend,Yes,Salvation Army,Always
4045,11/23/89,Bachelor,Dating,Employeed,Black,Female,Los Angeles,CA,60645,Day,Department Store,Bottoms,No,25,Yearly,Throw out,No ,Thrift Store,Often
4046,6/16/91,Masters,Dating,Student,Black,Male,Chicago,IL,30337,Year or more,Department Store,Accessories,No,24,Yearly,Pass down to family or friend,No ,American Red Cross,Rarely
4047,7/25/83,Masters,Dating,Employeed,White,Male,Atlanta,GA,60652,Day,Department Store,Bottoms,Yes,8,Monthly,Pass down to family or friend,No ,Salvation Army,Always
4048,5/3/83,HS Grad,Dating,Employeed,White,Female,Chicago,IL,30309,6 Months,Discount Stores,Accessories,Yes,19,Yearly,Keep in closet,Yes,Goodwill,Rarely
4049,3/25/86,Masters,Single,Employeed,Other,Male,Atlanta,GA,33156,Year or more,Department Store,Bottoms,No,6,Weekly,Donate,Yes,Local Church/Synagogue,Always
4050,9/26/88,Masters,Married,Employeed,Black,Female,Miami,FL,90039,Week,Department Store,Bottoms,No,10,Yearly,Pass down to family or friend,No ,Thrift Store,Rarely
4051,9/12/86,Masters,Single,Employeed,Hispanic,Male,Los Angeles,CA,90804,6 Months,Discount Stores,Tops,Yes,8,Daily,Throw out,Yes,Thrift Store,Sometimes
4052,5/1/85,HS Grad,Married,Student,Black,Female,Los Angeles,CA,30342,6 Months,Discount Stores,Accessories,No,14,Yearly,Pass down to family or friend,Yes,Salvation Army,Never
4053,10/12/95,Masters,Single,Employeed,Black,Male,Atlanta,GA,10473,Month,Thrift Store,Tops,No,16,Yearly,Pass down to family or friend,No ,Homeless Shelter,Rarely
4054,9/26/89,Bachelor,Married,Employeed,White,Female,New York,NY,60647,Day,Department Store,Shoes,Yes,19,Monthly,Throw out,No ,Thrift Store,Always
4055,6/23/82,Bachelor,Dating,Student,Other,Female,Chicago,IL,11206,Day,Discount Stores,Accessories,No,14,Monthly,Pass down to family or friend,Yes,Homeless Shelter,Sometimes
4056,10/15/83,Bachelor,Dating,Employeed,Other,Male,New York,NY,11004,6 Months,Department Store,Shoes,Yes,6,Yearly,Keep in closet,No ,Goodwill,Often
4057,9/25/90,Bachelor,Single,Employeed,White,Male,New York,NY,30346,Week,Discount Stores,Shoes,Yes,2,Monthly,Donate,Yes,Local Church/Synagogue,Often
4058,6/28/84,Masters,Single,Employeed,Hispanic,Male,Atlanta,GA,30032,Day,Department Store,Shoes,No,13,Daily,Pass down to family or friend,No ,American Red Cross,Never
4059,1/5/92,HS Grad,Single,Employeed,Asian,Male,Atlanta,GA,30328,Year or more,Department Store,Shoes,No,9,Daily,Sell/ Pawn,No ,Homeless Shelter,Often
4060,8/13/94,Bachelor,Single,Employeed,Asian,Male,Atlanta,GA,33109,Day,Thrift Store,Bottoms,No,21,Daily,Sell/ Pawn,No ,Goodwill,Often
4061,5/4/89,HS Grad,Single,Student,Black,Female,Miami,FL,11360,6 Months,Discount Stores,Tops,No,18,Daily,Pass down to family or friend,Yes,Goodwill,Sometimes
4062,9/4/91,Bachelor,Single,Student,Asian,Female,New York,NY,10469,Month,Department Store,Shoes,Yes,13,Monthly,Keep in closet,Yes,Salvation Army,Often
4063,12/27/88,HS Grad,Single,Employeed,Hispanic,Female,New York,NY,33184,Week,Thrift Store,Shoes,No,20,Yearly,Throw out,Yes,Goodwill,Never
4064,1/21/95,Some College,Married,Employeed,Black,Female,Miami,FL,10044,Week,Discount Stores,Tops,No,2,Monthly,Throw out,No ,Salvation Army,Never
4065,11/29/95,Bachelor,Dating,Student,Asian,Female,New York,NY,30328,Month,Thrift Store,Tops,Yes,8,Weekly,Donate,No ,Local Church/Synagogue,Always
4066,10/22/83,Bachelor,Single,Employeed,Black,Male,Atlanta,GA,90032,Day,Discount Stores,Accessories,No,14,Weekly,Keep in closet,No ,Salvation Army,Sometimes
4067,11/5/87,Bachelor,Married,Employeed,Black,Male,Los Angeles,CA,33167,6 Months,Department Store,Tops,Yes,17,Daily,Pass down to family or friend,Yes,American Red Cross,Often
4068,1/3/91,Masters,Dating,Student,Black,Male,Miami,FL,33033,6 Months,Discount Stores,Shoes,Yes,1,Daily,Donate,Yes,Goodwill,Often
4069,9/2/87,HS Grad,Single,Student,Other,Male,Miami,FL,33132,Day,Discount Stores,Tops,Yes,10,Daily,Throw out,Yes,American Red Cross,Sometimes
4070,6/29/92,Masters,Married,Employeed,Other,Male,Miami,FL,91759,Month,Thrift Store,Bottoms,No,6,Yearly,Pass down to family or friend,Yes,American Red Cross,Sometimes
4071,12/24/92,Bachelor,Married,Student,Other,Female,Los Angeles,CA,60605,6 Months,Discount Stores,Accessories,Yes,15,Weekly,Throw out,Yes,Salvation Army,Sometimes
4072,12/11/87,Some College,Dating,Employeed,Asian,Female,Chicago,IL,30079,Day,Thrift Store,Bottoms,Yes,25,Yearly,Sell/ Pawn,No ,Thrift Store,Sometimes
4073,1/3/86,Masters,Married,Employeed,Black,Male,Atlanta,GA,60642,Year or more,Thrift Store,Accessories,Yes,23,Weekly,Pass down to family or friend,No ,Thrift Store,Always
4074,5/27/89,Bachelor,Married,Student,Other,Female,Chicago,IL,91352,Month,Discount Stores,Tops,No,11,Weekly,Donate,Yes,Thrift Store,Rarely
4075,10/13/84,Bachelor,Single,Employeed,Black,Female,Los Angeles,CA,11374,Month,Department Store,Shoes,Yes,22,Daily,Throw out,Yes,Local Church/Synagogue,Rarely
4076,8/10/85,HS Grad,Dating,Student,Black,Female,New York,NY,60640,Month,Discount Stores,Shoes,Yes,1,Daily,Donate,Yes,American Red Cross,Often
4077,6/17/82,Some College,Married,Employeed,Asian,Male,Chicago,IL,10026,Year or more,Discount Stores,Bottoms,No,22,Yearly,Keep in closet,No ,American Red Cross,Often
4078,5/21/85,Some College,Married,Student,Other,Female,New York,NY,60640,Day,Thrift Store,Bottoms,No,2,Yearly,Pass down to family or friend,Yes,Thrift Store,Often
4079,7/4/92,Bachelor,Married,Employeed,White,Female,Chicago,IL,30307,6 Months,Discount Stores,Shoes,No,8,Weekly,Throw out,No ,Thrift Store,Rarely
4080,6/16/95,Bachelor,Married,Employeed,Other,Female,Atlanta,GA,90639,Month,Discount Stores,Accessories,Yes,13,Weekly,Keep in closet,No ,Homeless Shelter,Sometimes
4081,7/27/85,HS Grad,Married,Student,White,Male,Los Angeles,CA,90042,Week,Department Store,Tops,No,20,Yearly,Throw out,Yes,American Red Cross,Never
4082,3/23/89,HS Grad,Married,Student,Other,Male,Los Angeles,CA,90004,Month,Thrift Store,Tops,Yes,14,Monthly,Donate,Yes,Goodwill,Rarely
4083,1/11/82,HS Grad,Dating,Student,Other,Female,Los Angeles,CA,33114,Year or more,Thrift Store,Tops,No,14,Daily,Keep in closet,Yes,American Red Cross,Often
4084,5/21/81,Bachelor,Dating,Employeed,Hispanic,Male,Miami,FL,30340,Month,Department Store,Accessories,No,6,Weekly,Pass down to family or friend,No ,Goodwill,Rarely
4085,6/18/81,Masters,Dating,Student,Hispanic,Female,Atlanta,GA,30327,Week,Department Store,Shoes,Yes,16,Weekly,Throw out,Yes,Homeless Shelter,Rarely
4086,3/3/91,Bachelor,Single,Employeed,Hispanic,Male,Atlanta,GA,33169,6 Months,Thrift Store,Tops,Yes,14,Daily,Sell/ Pawn,No ,Homeless Shelter,Often
4087,12/24/85,Masters,Single,Employeed,White,Male,Miami,FL,33125,Day,Thrift Store,Bottoms,No,2,Weekly,Sell/ Pawn,Yes,Salvation Army,Often
4088,4/7/89,Some College,Married,Employeed,Black,Male,Miami,FL,30363,Week,Discount Stores,Bottoms,No,25,Yearly,Donate,Yes,Salvation Army,Always
4089,11/10/92,Masters,Single,Employeed,Asian,Female,Atlanta,GA,30307,Year or more,Thrift Store,Bottoms,Yes,16,Weekly,Donate,No ,Local Church/Synagogue,Always
4090,1/26/95,HS Grad,Married,Student,Black,Female,Atlanta,GA,10055,Month,Thrift Store,Shoes,No,6,Monthly,Pass down to family or friend,Yes,American Red Cross,Rarely
4091,11/14/91,Masters,Dating,Employeed,Other,Female,New York,NY,90293,6 Months,Thrift Store,Bottoms,No,10,Daily,Throw out,Yes,Salvation Army,Sometimes
4092,9/24/93,Masters,Single,Employeed,Asian,Male,Los Angeles,CA,33033,Day,Thrift Store,Tops,No,5,Monthly,Donate,Yes,Homeless Shelter,Sometimes
4093,7/6/82,Some College,Dating,Student,Black,Female,Miami,FL,11222,6 Months,Discount Stores,Shoes,No,19,Daily,Sell/ Pawn,Yes,Goodwill,Always
4094,12/16/94,Masters,Dating,Student,Other,Female,New York,NY,30312,6 Months,Thrift Store,Shoes,Yes,1,Yearly,Donate,No ,American Red Cross,Never
4095,10/8/85,Some College,Single,Employeed,White,Male,Atlanta,GA,30030,Day,Discount Stores,Accessories,Yes,23,Weekly,Donate,No ,American Red Cross,Sometimes
4096,5/13/91,Some College,Dating,Student,Asian,Male,Atlanta,GA,60636,Day,Thrift Store,Tops,Yes,19,Yearly,Throw out,No ,Goodwill,Often
4097,10/18/87,Bachelor,Dating,Employeed,Other,Female,Chicago,IL,30345,Month,Discount Stores,Accessories,No,13,Daily,Pass down to family or friend,No ,Thrift Store,Never
4098,2/10/84,Bachelor,Dating,Employeed,Hispanic,Female,Atlanta,GA,60707,6 Months,Thrift Store,Bottoms,No,10,Monthly,Sell/ Pawn,No ,Goodwill,Never
4099,3/28/94,HS Grad,Dating,Employeed,Hispanic,Female,Chicago,IL,33206,Week,Thrift Store,Shoes,No,3,Yearly,Keep in closet,No ,Salvation Army,Always
4100,7/8/92,Bachelor,Married,Student,Black,Male,Miami,FL,33147,Month,Discount Stores,Accessories,Yes,9,Yearly,Donate,Yes,Thrift Store,Often
4101,5/15/83,HS Grad,Dating,Student,White,Female,Miami,FL,30337,Day,Discount Stores,Tops,No,20,Yearly,Keep in closet,No ,American Red Cross,Never
4102,1/14/95,Bachelor,Single,Employeed,Hispanic,Female,Atlanta,GA,91702,Week,Department Store,Shoes,No,20,Daily,Donate,No ,Homeless Shelter,Sometimes
4103,11/6/91,Some College,Dating,Student,Other,Female,Los Angeles,CA,33016,Week,Thrift Store,Shoes,No,11,Yearly,Pass down to family or friend,No ,Salvation Army,Never
4104,9/3/88,Masters,Married,Employeed,Black,Female,Miami,FL,60131,Week,Thrift Store,Bottoms,Yes,13,Daily,Sell/ Pawn,Yes,Local Church/Synagogue,Never
4105,4/28/93,Some College,Dating,Employeed,Other,Male,Chicago,IL,30313,Month,Thrift Store,Accessories,No,9,Yearly,Sell/ Pawn,No ,Goodwill,Sometimes
4106,8/6/88,Masters,Married,Employeed,Asian,Female,Atlanta,GA,33146,6 Months,Discount Stores,Accessories,No,6,Yearly,Donate,No ,American Red Cross,Often
4107,3/24/83,Bachelor,Married,Employeed,Black,Female,Miami,FL,33027,Week,Thrift Store,Tops,Yes,6,Yearly,Throw out,No ,Salvation Army,Rarely
4108,6/5/84,Bachelor,Single,Student,Asian,Male,Miami,FL,11236,6 Months,Department Store,Bottoms,Yes,12,Daily,Keep in closet,Yes,Thrift Store,Rarely
4109,8/20/83,Bachelor,Married,Student,Other,Female,New York,NY,91103,Day,Thrift Store,Tops,No,10,Weekly,Throw out,Yes,Local Church/Synagogue,Always
4110,11/4/95,Masters,Single,Employeed,Other,Female,Los Angeles,CA,60626,Week,Thrift Store,Tops,Yes,10,Monthly,Keep in closet,Yes,Local Church/Synagogue,Never
4111,8/5/85,Bachelor,Single,Student,White,Male,Chicago,IL,11212,Week,Department Store,Accessories,No,24,Monthly,Sell/ Pawn,No ,Thrift Store,Never
